rule_id,package_sn,scene,topic,rule_name,rule_description,input_fields,condition,output,source_file,priority
MAGSUPV-0046-R02,MAGSUPV-0046,监督检查与经费舞弊 / 全场景通用 / 金融审计,信永中和会计师事务所成都分所妇联成立暨第一次代表大会顺利召开,信永中和会计师事务所成都分所妇联成立暨第一次代表大会顺利召开R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.信永中和会计师事务所成都分所妇联成立暨第一次代表大会顺利召开.md,P1
MAGSUPV-0047-R01,MAGSUPV-0047,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉,四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉.md,P1
MAGSUPV-0047-R02,MAGSUPV-0047,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉,四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉.md,P1
MAGSUPV-0048-R01,MAGSUPV-0048,监督检查与经费舞弊 / 全场景通用 / 金融审计,弘扬家风树诚信心存敬畏守底线,弘扬家风树诚信心存敬畏守底线R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.弘扬家风树诚信心存敬畏守底线.md,P1
MAGSUPV-0048-R02,MAGSUPV-0048,监督检查与经费舞弊 / 全场景通用 / 金融审计,弘扬家风树诚信心存敬畏守底线,弘扬家风树诚信心存敬畏守底线R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.弘扬家风树诚信心存敬畏守底线.md,P1
MAGSUPV-0049-R01,MAGSUPV-0049,监督检查与经费舞弊 / 全场景通用 / 金融审计,铭记血泪历史汲取奋进力量,铭记血泪历史汲取奋进力量R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.铭记血泪历史汲取奋进力量.md,P1
MAGSUPV-0049-R02,MAGSUPV-0049,监督检查与经费舞弊 / 全场景通用 / 金融审计,铭记血泪历史汲取奋进力量,铭记血泪历史汲取奋进力量R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.铭记血泪历史汲取奋进力量.md,P1
MAGSUPV-0050-R01,MAGSUPV-0050,监督检查与经费舞弊 / 全场景通用 / 金融审计,光影铭记历史初心照耀未来,光影铭记历史初心照耀未来R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.光影铭记历史初心照耀未来.md,P1
MAGSUPV-0050-R02,MAGSUPV-0050,监督检查与经费舞弊 / 全场景通用 / 金融审计,光影铭记历史初心照耀未来,光影铭记历史初心照耀未来R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.光影铭记历史初心照耀未来.md,P1
MAGSUPV-0051-R01,MAGSUPV-0051,监督检查与经费舞弊 / 全场景通用 / 金融审计,多维联动强警示廉洁护航执业路,多维联动强警示廉洁护航执业路R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.多维联动强警示廉洁护航执业路.md,P1
MAGSUPV-0051-R02,MAGSUPV-0051,监督检查与经费舞弊 / 全场景通用 / 金融审计,多维联动强警示廉洁护航执业路,多维联动强警示廉洁护航执业路R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.多维联动强警示廉洁护航执业路.md,P1
MAGSUPV-0052-R01,MAGSUPV-0052,监督检查与经费舞弊 / 全场景通用 / 金融审计,拥抱AI驱动未来,拥抱AI驱动未来R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.拥抱AI驱动未来.md,P1
MAGSUPV-0052-R02,MAGSUPV-0052,监督检查与经费舞弊 / 全场景通用 / 金融审计,拥抱AI驱动未来,拥抱AI驱动未来R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.拥抱AI驱动未来.md,P1
MAGSUPV-0053-R01,MAGSUPV-0053,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动,四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动.md,P1
MAGSUPV-0053-R02,MAGSUPV-0053,监督检查与经费舞弊 / 全场景通用 / 金融审计,四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动,四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动.md,P1
MAGSUPV-0054-R01,MAGSUPV-0054,监督检查与经费舞弊 / 全场景通用 / 金融审计,天健会计师事务所四川、重庆分所党组织联合四川长虹财务管理部党支部联合开展,天健会计师事务所四川、重庆分所党组织联合四川长虹财务管理部党支部联合开展R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.天健会计师事务所四川、重庆分所党组织 联合四川长虹财务管理部党支部联合开展主题党日活动.md,P1
MAGSUPV-0054-R02,MAGSUPV-0054,监督检查与经费舞弊 / 全场景通用 / 金融审计,天健会计师事务所四川、重庆分所党组织联合四川长虹财务管理部党支部联合开展,天健会计师事务所四川、重庆分所党组织联合四川长虹财务管理部党支部联合开展R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.天健会计师事务所四川、重庆分所党组织 联合四川长虹财务管理部党支部联合开展主题党日活动.md,P1
MAGSUPV-0055-R01,MAGSUPV-0055,监督检查与经费舞弊 / 全场景通用 / 金融审计,筑牢廉洁防线护航执业之路,筑牢廉洁防线护航执业之路R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.筑牢廉洁防线护航执业之路.md,P1
MAGSUPV-0055-R02,MAGSUPV-0055,监督检查与经费舞弊 / 全场景通用 / 金融审计,筑牢廉洁防线护航执业之路,筑牢廉洁防线护航执业之路R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.筑牢廉洁防线护航执业之路.md,P1
MAGSUPV-0056-R01,MAGSUPV-0056,监督检查与经费舞弊 / 全场景通用 / 金融审计,履职尽责显担当专业赋能助发展,履职尽责显担当专业赋能助发展R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.履职尽责显担当专业赋能助发展.md,P1
MAGSUPV-0056-R02,MAGSUPV-0056,监督检查与经费舞弊 / 全场景通用 / 金融审计,履职尽责显担当专业赋能助发展,履职尽责显担当专业赋能助发展R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.履职尽责显担当专业赋能助发展.md,P1
MAGSUPV-0057-R01,MAGSUPV-0057,监督检查与经费舞弊 / 全场景通用 / 金融审计,聚焦赛事直播促学砺行共进,聚焦赛事直播促学砺行共进R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.聚焦赛事直播促学砺行共进.md,P1
MAGSUPV-0057-R02,MAGSUPV-0057,监督检查与经费舞弊 / 全场景通用 / 金融审计,聚焦赛事直播促学砺行共进,聚焦赛事直播促学砺行共进R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.聚焦赛事直播促学砺行共进.md,P1
MAGSUPV-0058-R01,MAGSUPV-0058,监督检查与经费舞弊 / 全场景通用 / 金融审计,警示教育守底线诚信执业有担当,警示教育守底线诚信执业有担当R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.警示教育守底线诚信执业有担当.md,P1
MAGSUPV-0058-R02,MAGSUPV-0058,监督检查与经费舞弊 / 全场景通用 / 金融审计,警示教育守底线诚信执业有担当,警示教育守底线诚信执业有担当R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.警示教育守底线诚信执业有担当.md,P1
MAGSUPV-0059-R01,MAGSUPV-0059,监督检查与经费舞弊 / 全场景通用 / 金融审计,专业护航情暖人心,专业护航情暖人心R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.专业护航情暖人心.md,P1
MAGSUPV-0059-R02,MAGSUPV-0059,监督检查与经费舞弊 / 全场景通用 / 金融审计,专业护航情暖人心,专业护航情暖人心R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.专业护航情暖人心.md,P1
MAGSUPV-0060-R01,MAGSUPV-0060,监督检查与经费舞弊 / 全场景通用 / 金融审计,凝心聚力向未来协作共赢谱新篇,凝心聚力向未来协作共赢谱新篇R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.凝心聚力向未来协作共赢谱新篇.md,P1
MAGSUPV-0060-R02,MAGSUPV-0060,监督检查与经费舞弊 / 全场景通用 / 金融审计,凝心聚力向未来协作共赢谱新篇,凝心聚力向未来协作共赢谱新篇R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.凝心聚力向未来协作共赢谱新篇.md,P1
MAGDATA-0006-R01,MAGDATA-0006,全场景通用,凝心聚力启新程砥砺奋进谱新篇,凝心聚力启新程砥砺奋进谱新篇R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；会计相关数据,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.凝心聚力启新程砥砺奋进谱新篇.md,P1
MAGDATA-0006-R02,MAGDATA-0006,全场景通用,凝心聚力启新程砥砺奋进谱新篇,凝心聚力启新程砥砺奋进谱新篇R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；会计相关数据,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.凝心聚力启新程砥砺奋进谱新篇.md,P1
MAGSUPV-0061-R01,MAGSUPV-0061,监督检查与经费舞弊 / 全场景通用 / 金融审计,一名老审计人的自白：我为什么要亲手开发一套管理系统,一名老审计人的自白：我为什么要亲手开发一套管理系统R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.一名老审计人的自白：我为什么要亲手开发一套管理系统.md,P1
MAGSUPV-0061-R02,MAGSUPV-0061,监督检查与经费舞弊 / 全场景通用 / 金融审计,一名老审计人的自白：我为什么要亲手开发一套管理系统,一名老审计人的自白：我为什么要亲手开发一套管理系统R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.一名老审计人的自白：我为什么要亲手开发一套管理系统.md,P1
MAGSUPV-0062-R01,MAGSUPV-0062,监督检查与经费舞弊 / 全场景通用 / 金融审计,缅怀先烈砺初心红色基因永传承,缅怀先烈砺初心红色基因永传承R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.缅怀先烈砺初心红色基因永传承.md,P1
MAGSUPV-0062-R02,MAGSUPV-0062,监督检查与经费舞弊 / 全场景通用 / 金融审计,缅怀先烈砺初心红色基因永传承,缅怀先烈砺初心红色基因永传承R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.缅怀先烈砺初心红色基因永传承.md,P1
MAGSUPV-0063-R01,MAGSUPV-0063,监督检查与经费舞弊 / 全场景通用 / 金融审计,聚焦风险护航年报,聚焦风险护航年报R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\026.聚焦风险护航年报.md,P0
MAGSUPV-0063-R02,MAGSUPV-0063,监督检查与经费舞弊 / 全场景通用 / 金融审计,聚焦风险护航年报,聚焦风险护航年报R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\026.聚焦风险护航年报.md,P0
MAGSUPV-0064-R01,MAGSUPV-0064,监督检查与经费舞弊 / 全场景通用 / 金融审计,赋能审计提质增效筑牢合规发展,赋能审计提质增效筑牢合规发展R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\027.赋能审计提质增效筑牢合规发展.md,P1
MAGSUPV-0064-R02,MAGSUPV-0064,监督检查与经费舞弊 / 全场景通用 / 金融审计,赋能审计提质增效筑牢合规发展,赋能审计提质增效筑牢合规发展R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\027.赋能审计提质增效筑牢合规发展.md,P1
MAGSUPV-0065-R01,MAGSUPV-0065,监督检查与经费舞弊 / 全场景通用 / 金融审计,9,9R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2025.9.md,P0
MAGSUPV-0065-R02,MAGSUPV-0065,监督检查与经费舞弊 / 全场景通用 / 金融审计,9,9R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2025.9.md,P0
MAGSUPV-0066-R01,MAGSUPV-0066,监督检查与经费舞弊 / 全场景通用 / 金融审计,1,1R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2026.1.md,P0
MAGSUPV-0066-R02,MAGSUPV-0066,监督检查与经费舞弊 / 全场景通用 / 金融审计,1,1R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2026.1.md,P0
MAGSUPV-0067-R01,MAGSUPV-0067,监督检查与经费舞弊 / 全场景通用 / 金融审计,2,2R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2026.2.md,P0
MAGSUPV-0067-R02,MAGSUPV-0067,监督检查与经费舞弊 / 全场景通用 / 金融审计,2,2R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2026.2.md,P0
MAGENV-0001-R01,MAGENV-0001,资源环境审计 / 绩效评价 / 财政与政府债务,反垄断法与时俱进护航经济社会高质发展,反垄断法与时俱进护航经济社会高质发展R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\1.反垄断法与时俱进护航经济社会高质发展.md,P0
MAGENV-0001-R02,MAGENV-0001,资源环境审计 / 绩效评价 / 财政与政府债务,反垄断法与时俱进护航经济社会高质发展,反垄断法与时俱进护航经济社会高质发展R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\1.反垄断法与时俱进护航经济社会高质发展.md,P0
MAGFIN-0008-R01,MAGFIN-0008,金融审计 / 国企审计 / 监督检查与经费舞弊,美国审计署优先建议信函的主要内容及特点,美国审计署优先建议信函的主要内容及特点R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\10.美国审计署优先建议信函的 主要内容及特点.md,P0
MAGFIN-0008-R02,MAGFIN-0008,金融审计 / 国企审计 / 监督检查与经费舞弊,美国审计署优先建议信函的主要内容及特点,美国审计署优先建议信函的主要内容及特点R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\10.美国审计署优先建议信函的 主要内容及特点.md,P0
MAGENV-0002-R01,MAGENV-0002,资源环境审计 / 绩效评价 / 财政与政府债务,数字法治政府建设中区块链的引入与适用路径,数字法治政府建设中区块链的引入与适用路径R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\11.数字法治政府建设中区块链的引入与适用路径.md,P0
MAGENV-0002-R02,MAGENV-0002,资源环境审计 / 绩效评价 / 财政与政府债务,数字法治政府建设中区块链的引入与适用路径,数字法治政府建设中区块链的引入与适用路径R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\11.数字法治政府建设中区块链的引入与适用路径.md,P0
MAGSOC-0007-R01,MAGSOC-0007,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,加强出版学科建设推动出版业高质量发展,加强出版学科建设推动出版业高质量发展R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\12.加强出版学科建设推动出版业高质量发展.md,P0
