case_id,package_sn,title,quality_score,quality_tier,linked_package_count,library_source,source_folder,source_top,source_file,scene,case_type,risk_terms,data_terms,method_terms,evidence_chain,summary
MAGCASE-0065,MAGSUPV-0036,四川华光会计师事务所赴米易廉政文化主题公园开展警示教育活动,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\017.四川华光会计师事务所赴米易廉政文化主题公园开展警示教育活动.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；风险；损失,资产；会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川华光会计师事务所赴米易廉政文化主题公园开展警示教育活动》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0066,MAGSUPV-0037,四川省注册会计师行业组织观看阅兵仪式集锦,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\017.四川省注册会计师行业组织观看阅兵仪式集锦.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,,数据；会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川省注册会计师行业组织观看阅兵仪式集锦》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0067,MAGSOC-0006,德阳市注会行业党总支组织开展“传承家珍精神以红色教育助发展”主题党日活动,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\017.德阳市注会行业党总支组织开展“传承家珍精神以红色教育助发展”主题党日活动.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志证据包,,会计,路径,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《德阳市注会行业党总支组织开展“传承家珍精神以红色教育助发展”主题党日活动》映射为民生与社保医保场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0068,MAGDATA-0005,017巾帼聚力担使命行业妇联绽芳华,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\017巾帼聚力担使命行业妇联绽芳华.md,全场景通用,杂志证据包,,会计,体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《017巾帼聚力担使命行业妇联绽芳华》映射为全场景通用场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0069,MAGSUPV-0038,党建引领聚合力校企共建促发展,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\018.党建引领聚合力校企共建促发展.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,违规；风险；损失,资产；会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《党建引领聚合力校企共建促发展》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0070,MAGSUPV-0039,四川众益会计师事务所开展从业人员应知应会专业知识考试,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\018.四川众益会计师事务所开展从业人员应知应会专业知识考试.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,分析,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川众益会计师事务所开展从业人员应知应会专业知识考试》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0071,MAGSUPV-0040,天健会计师事务所四川分所举办九三阅兵直播暨科技与军工行业财税专题研讨会,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\018.天健会计师事务所四川分所举办九三阅兵直播暨科技与军工行业财税专题研讨会.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,风险；内控,会计,分析,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《天健会计师事务所四川分所举办九三阅兵直播暨科技与军工行业财税专题研讨会》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0072,MAGSUPV-0041,锦旗寄深情服务暖人心,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\018.锦旗寄深情服务暖人心.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《锦旗寄深情服务暖人心》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0073,MAGSUPV-0042,党建引领聚合力校企共建促发展,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\019.党建引领聚合力校企共建促发展.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,,会计,研究；路径,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《党建引领聚合力校企共建促发展》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0074,MAGSUPV-0043,四川省注册会计师行业扎实开展警示教育活动,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\019.四川省注册会计师行业扎实开展警示教育活动.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；风险；腐败,会计,机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川省注册会计师行业扎实开展警示教育活动》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0075,MAGSUPV-0044,瑞马迎新启新章凝心聚力向未来,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\019.瑞马迎新启新章凝心聚力向未来.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,,清单；资产；会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《瑞马迎新启新章凝心聚力向未来》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0076,MAGSUPV-0045,筑牢信仰之基弘扬爱国情怀,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\019.筑牢信仰之基弘扬爱国情怀.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《筑牢信仰之基弘扬爱国情怀》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0077,MAGSUPV-0046,信永中和会计师事务所成都分所妇联成立暨第一次代表大会顺利召开,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.信永中和会计师事务所成都分所妇联成立暨第一次代表大会顺利召开.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《信永中和会计师事务所成都分所妇联成立暨第一次代表大会顺利召开》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0078,MAGSUPV-0047,四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川录永维诚会计师事务所荣获川联中小企业商会两项荣誉》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0079,MAGSUPV-0048,弘扬家风树诚信心存敬畏守底线,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.弘扬家风树诚信心存敬畏守底线.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,风险,会计,研究,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《弘扬家风树诚信心存敬畏守底线》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0080,MAGSUPV-0049,铭记血泪历史汲取奋进力量,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\020.铭记血泪历史汲取奋进力量.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《铭记血泪历史汲取奋进力量》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0081,MAGSUPV-0050,光影铭记历史初心照耀未来,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.光影铭记历史初心照耀未来.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,数据；会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《光影铭记历史初心照耀未来》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0082,MAGSUPV-0051,多维联动强警示廉洁护航执业路,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.多维联动强警示廉洁护航执业路.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,风险,会计,路径,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《多维联动强警示廉洁护航执业路》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0083,MAGSUPV-0052,拥抱AI驱动未来,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\021.拥抱AI驱动未来.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险,数据；报表；资产；会计,算法；模型；核查；分析；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《拥抱AI驱动未来》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0084,MAGSUPV-0053,四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；异常；风险,数据；会计,核查；体系,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《四川德文会计师事务所开展2025年度注册会计师诚信宣誓活动》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0085,MAGSUPV-0054,天健会计师事务所四川、重庆分所党组织联合四川长虹财务管理部党支部联合开展主题党日活动,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.天健会计师事务所四川、重庆分所党组织 联合四川长虹财务管理部党支部联合开展主题党日活动.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《天健会计师事务所四川、重庆分所党组织联合四川长虹财务管理部党支部联合开展主题党日活动》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0086,MAGSUPV-0055,筑牢廉洁防线护航执业之路,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\022.筑牢廉洁防线护航执业之路.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；风险,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《筑牢廉洁防线护航执业之路》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0087,MAGSUPV-0056,履职尽责显担当专业赋能助发展,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.履职尽责显担当专业赋能助发展.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,风险,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《履职尽责显担当专业赋能助发展》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0088,MAGSUPV-0057,聚焦赛事直播促学砺行共进,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.聚焦赛事直播促学砺行共进.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《聚焦赛事直播促学砺行共进》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0089,MAGSUPV-0058,警示教育守底线诚信执业有担当,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\023.警示教育守底线诚信执业有担当.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,违规；风险；腐败,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《警示教育守底线诚信执业有担当》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0090,MAGSUPV-0059,专业护航情暖人心,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.专业护航情暖人心.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,,会计,评价,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《专业护航情暖人心》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0091,MAGSUPV-0060,凝心聚力向未来协作共赢谱新篇,76,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.凝心聚力向未来协作共赢谱新篇.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,风险,资金；会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《凝心聚力向未来协作共赢谱新篇》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0092,MAGDATA-0006,凝心聚力启新程砥砺奋进谱新篇,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\024.凝心聚力启新程砥砺奋进谱新篇.md,全场景通用,杂志证据包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《凝心聚力启新程砥砺奋进谱新篇》映射为全场景通用场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0093,MAGSUPV-0061,一名老审计人的自白：我为什么要亲手开发一套管理系统,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.一名老审计人的自白：我为什么要亲手开发一套管理系统.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,异常；风险；低效；绩效；预警,数据；凭证；报表；投标；资产；会计,关联；抽样；预警；识别；分析；验证；体系；路径；方法；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《一名老审计人的自白：我为什么要亲手开发一套管理系统》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0094,MAGSUPV-0062,缅怀先烈砺初心红色基因永传承,68,C,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\025.缅怀先烈砺初心红色基因永传承.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志内控包,,会计,,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《缅怀先烈砺初心红色基因永传承》映射为监督检查与经费舞弊场景的杂志内控包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0095,MAGSUPV-0063,聚焦风险护航年报,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\026.聚焦风险护航年报.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险；内控；缺陷；真实性；完整性,数据；合同；报表；资产；会计,规则；评价；核查；穿透；关联；研究,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《聚焦风险护航年报》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0096,MAGSUPV-0064,赋能审计提质增效筑牢合规发展,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\027.赋能审计提质增效筑牢合规发展.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志证据包,风险,会计,分析；路径；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《赋能审计提质增效筑牢合规发展》映射为监督检查与经费舞弊场景的杂志证据包，可用于案例检索、规则复用和底稿核查。
MAGISSUE-0447,,12,40,D,0,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2025.12.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《12》作为来源索引保留，不直接重复生成算法包。
MAGCASE-0097,MAGSUPV-0065,9,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2025.9.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；异常；风险；舞弊；虚假；重复；挪用；套取；损失；低效,数据；清单；明细；合同；发票；凭证；支付；预算；决算；指标,算法；模型；规则；指标；评价；评分；比对；核查；穿透；预警,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《9》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0098,MAGSUPV-0066,1,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2026.1.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；异常；风险；舞弊；虚假；重复；超标；挪用；损失；内控,数据；清单；合同；发票；凭证；支付；预算；指标；问卷；样本,模型；规则；指标；评价；评分；核查；穿透；关联；抽样；预警,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《1》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0099,MAGSUPV-0067,2,84,B,1,magazine_435_articles,四川注册会计师,,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\2026.2.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,违规；异常；风险；舞弊；虚假；重复；损失；闲置；串标；围标,数据；台账；清单；明细；合同；凭证；支付；预算；指标；问卷,算法；模型；规则；指标；评价；评分；比对；核查；穿透；关联,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《2》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0100,MAGENV-0001,反垄断法与时俱进护航经济社会高质发展,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\1.反垄断法与时俱进护航经济社会高质发展.md,资源环境审计 / 绩效评价 / 财政与政府债务,杂志案例算法,虚假；违法；漏洞,数据；清单；资产；申报,算法；规则；评价；监测；审查；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《反垄断法与时俱进护航经济社会高质发展》映射为资源环境审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0101,MAGFIN-0008,美国审计署优先建议信函的主要内容及特点,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\10.美国审计署优先建议信函的 主要内容及特点.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,风险；绩效,数据；清单；合同；预算；税收；资金；审计报告,检测；审查；体系；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《美国审计署优先建议信函的主要内容及特点》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0102,MAGENV-0002,数字法治政府建设中区块链的引入与适用路径,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\11.数字法治政府建设中区块链的引入与适用路径.md,资源环境审计 / 绩效评价 / 财政与政府债务,杂志案例算法,真实性；完整性；违法；腐败,数据；清单；发票；资金,算法；规则；关联；监测；分析；研究；体系；路径；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《数字法治政府建设中区块链的引入与适用路径》映射为资源环境审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0103,MAGSOC-0007,加强出版学科建设推动出版业高质量发展,76,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\12.加强出版学科建设推动出版业高质量发展.md,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,杂志案例算法,,数据,研究；体系；路径；机制；大数据；人工智能,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《加强出版学科建设推动出版业高质量发展》映射为民生与社保医保场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0104,MAGAGR-0007,勇担审计职责使命奋力推进浙江“两个先行”,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\13.勇担审计职责使命奋力推进浙江“两个先行”.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,风险；闲置；绩效；违法；隐患；腐败,数据；清单；指标；采购；招标；资产；资金；审计报告,指标；评价；评分；识别；分析；研究；体系；路径；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《勇担审计职责使命奋力推进浙江“两个先行”》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0105,MAGSUPV-0068,数字治理时代我国审计法治发展研究,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\14.数字治理时代我国审计法治发展研究.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志案例算法,风险,数据；预算；会计,模型；规则；评价；分析；审查；研究；体系；机制；方法；数字化,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《数字治理时代我国审计法治发展研究》映射为监督检查与经费舞弊场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0106,MAGFIN-0009,防范化解金融风险的审计实践,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\15.防范化解金融风险的审计实践.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,违规；风险；套取；损失；闲置；缺陷；偏离；预警；违法；隐患,明细；预算；资产；资金；审计报告,评价；预警；监测；识别；分析；审查；研究；体系；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《防范化解金融风险的审计实践》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0107,MAGSUPV-0069,走出不限于内部审计的后续审计误区,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\16.走出不限于内部审计的 后续审计误区.md,监督检查与经费舞弊 / 资源环境审计 / 经济责任审计,杂志规则包,重复；不合规；完整性,审计报告,分析；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《走出不限于内部审计的后续审计误区》映射为监督检查与经费舞弊场景的杂志规则包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0108,MAGFIN-0010,技术产权证券化产品的设计与应用,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\17.技术产权证券化产品的 设计与应用.md,金融审计 / 国企审计 / 监督检查与经费舞弊,杂志案例算法,风险；损失,数据；合同；凭证；支付；指标；样本；资产；资金,模型；指标；评价；回归；分析；研究；体系；路径；机制,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《技术产权证券化产品的设计与应用》映射为金融审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0109,MAGENV-0003,读懂中国的产业革命,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\18.读懂中国的产业革命.md,资源环境审计 / 绩效评价 / 财政与政府债务,杂志案例算法,重复,数据；采购,研究；体系；机制；大数据；人工智能,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《读懂中国的产业革命》映射为资源环境审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0110,MAGSUPV-0070,“双碳”目标下碳审计的本质、由来与推进策略,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\2.“双碳”目标下碳审计的本质、 由来与推进策略.md,监督检查与经费舞弊 / 全场景通用 / 金融审计,杂志指标包,违规；异常；风险；真实性；绩效；违法,数据；合同；资产；碳排放；税收；资金；会计；审计报告,评价；研究；体系；路径；机制；方法,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《“双碳”目标下碳审计的本质、由来与推进策略》映射为监督检查与经费舞弊场景的杂志指标包，可用于案例检索、规则复用和底稿核查。
MAGCASE-0111,MAGAGR-0008,深入研究“双碳”审计服务国家发展战略,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\3.深入研究“双碳”审计服务国家发展战略.md,农业农村审计 / 金融审计 / 财政与政府债务,杂志案例算法,异常；风险；真实性；完整性；错报,数据；指标；资产；能耗；碳排放；资金；会计；审计报告,模型；规则；指标；评价；核查；监测；识别；分析；审查；研究,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《深入研究“双碳”审计服务国家发展战略》映射为农业农村审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
MAGCASE-0112,MAGENG-0003,我国碳审计的发展现状及技术路径分析,84,B,1,magazine_435_articles,审计观察,,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\4.我国碳审计的发展现状及 技术路径分析.md,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,杂志案例算法,绩效,数据；遥感；碳排放；资金；会计；审计报告,算法；规则；评价；核查；监测；识别；分析；验证；审查；研究,案例背景；审计关注点；数据资料；分析方法；疑点发现；核查程序；整改启示,《我国碳审计的发展现状及技术路径分析》映射为工程与投资审计场景的杂志案例算法，可用于案例检索、规则复用和底稿核查。
