asset_id,asset_type,source_type,package_sn,quality_score,quality_tier,scene,topic,name,description,input_fields,condition,output,priority,library_source,source_file
SOCV6D-003-R01,audit_rule,generated_rule,SOCV6D-003,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准审计细把脉深处发力提质效——浙江省宁波市审计,精准审计细把脉深处发力提质效——浙江省宁波市审计完整性规则,检查精准审计细把脉深处发力提质效——浙江省宁波市审计相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结.md
SOCV6D-003-R02,audit_rule,generated_rule,SOCV6D-003,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准审计细把脉深处发力提质效——浙江省宁波市审计,精准审计细把脉深处发力提质效——浙江省宁波市审计一致性规则,检查精准审计细把脉深处发力提质效——浙江省宁波市审计在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结.md
SOCV6D-003-R03,audit_rule,generated_rule,SOCV6D-003,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准审计细把脉深处发力提质效——浙江省宁波市审计,精准审计细把脉深处发力提质效——浙江省宁波市审计异常性规则,按历史均值、同类项目分位数或政策标准识别精准审计细把脉深处发力提质效——浙江省宁波市审计异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结.md
SOCV6D-004-R01,audit_rule,generated_rule,SOCV6D-004,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准监督促医改靶向发力增福祉——江苏省盐城市医药,精准监督促医改靶向发力增福祉——江苏省盐城市医药完整性规则,检查精准监督促医改靶向发力增福祉——江苏省盐城市医药相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结.md
SOCV6D-004-R02,audit_rule,generated_rule,SOCV6D-004,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准监督促医改靶向发力增福祉——江苏省盐城市医药,精准监督促医改靶向发力增福祉——江苏省盐城市医药一致性规则,检查精准监督促医改靶向发力增福祉——江苏省盐城市医药在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结.md
SOCV6D-004-R03,audit_rule,generated_rule,SOCV6D-004,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准监督促医改靶向发力增福祉——江苏省盐城市医药,精准监督促医改靶向发力增福祉——江苏省盐城市医药异常性规则,按历史均值、同类项目分位数或政策标准识别精准监督促医改靶向发力增福祉——江苏省盐城市医药异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结.md
SOCV6D-005-R01,audit_rule,generated_rule,SOCV6D-005,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,聚焦重点系统施策以审促治——重庆市审计局开展公立,聚焦重点系统施策以审促治——重庆市审计局开展公立完整性规则,检查聚焦重点系统施策以审促治——重庆市审计局开展公立相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结.md
SOCV6D-005-R02,audit_rule,generated_rule,SOCV6D-005,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,聚焦重点系统施策以审促治——重庆市审计局开展公立,聚焦重点系统施策以审促治——重庆市审计局开展公立一致性规则,检查聚焦重点系统施策以审促治——重庆市审计局开展公立在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结.md
SOCV6D-005-R03,audit_rule,generated_rule,SOCV6D-005,59,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,聚焦重点系统施策以审促治——重庆市审计局开展公立,聚焦重点系统施策以审促治——重庆市审计局开展公立异常性规则,按历史均值、同类项目分位数或政策标准识别聚焦重点系统施策以审促治——重庆市审计局开展公立异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结.md
SOCV6D-002-R01,audit_rule,generated_rule,SOCV6D-002,59,C,民生与社保医保 / 监督检查与经费舞弊,以正确政绩观书写审计“为民答卷”,以正确政绩观书写审计“为民答卷”完整性规则,检查以正确政绩观书写审计“为民答卷”相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以正确政绩观书写审计“为民答卷”.md
SOCV6D-002-R02,audit_rule,generated_rule,SOCV6D-002,59,C,民生与社保医保 / 监督检查与经费舞弊,以正确政绩观书写审计“为民答卷”,以正确政绩观书写审计“为民答卷”一致性规则,检查以正确政绩观书写审计“为民答卷”在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以正确政绩观书写审计“为民答卷”.md
SOCV6D-002-R03,audit_rule,generated_rule,SOCV6D-002,59,C,民生与社保医保 / 监督检查与经费舞弊,以正确政绩观书写审计“为民答卷”,以正确政绩观书写审计“为民答卷”异常性规则,按历史均值、同类项目分位数或政策标准识别以正确政绩观书写审计“为民答卷”异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以正确政绩观书写审计“为民答卷”.md
SOCV6D-001-R01,audit_rule,generated_rule,SOCV6D-001,59,C,民生与社保医保 / 绩效评价 / 金融审计,“一老一小”政策落实情况审计关注重点,“一老一小”政策落实情况审计关注重点完整性规则,检查“一老一小”政策落实情况审计关注重点相关台账、凭证、审批和支付数据是否完整，缺失率超过阈值则预警。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“一老一小”政策落实情况审计关注重点.md
SOCV6D-001-R02,audit_rule,generated_rule,SOCV6D-001,59,C,民生与社保医保 / 绩效评价 / 金融审计,“一老一小”政策落实情况审计关注重点,“一老一小”政策落实情况审计关注重点一致性规则,检查“一老一小”政策落实情况审计关注重点在合同、支付、预算、绩效或业务台账之间是否一致。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“一老一小”政策落实情况审计关注重点.md
SOCV6D-001-R03,audit_rule,generated_rule,SOCV6D-001,59,C,民生与社保医保 / 绩效评价 / 金融审计,“一老一小”政策落实情况审计关注重点,“一老一小”政策落实情况审计关注重点异常性规则,按历史均值、同类项目分位数或政策标准识别“一老一小”政策落实情况审计关注重点异常偏离。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表,字段缺失/跨表不一致/偏离阈值/重复异常/时序异常/空间不一致,命中对象、风险等级、证据字段、核查建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“一老一小”政策落实情况审计关注重点.md
MAGSOC-0008-R01,audit_rule,generated_rule,MAGSOC-0008,53,D,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,001呵护我们共有“生态”,001呵护我们共有“生态”R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001呵护我们共有“生态”.md
MAGSOC-0008-R02,audit_rule,generated_rule,MAGSOC-0008,53,D,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,001呵护我们共有“生态”,001呵护我们共有“生态”R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001呵护我们共有“生态”.md
MAGSOC-0009-R01,audit_rule,generated_rule,MAGSOC-0009,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,004中国式现代化预算绩效管理改革之路,004中国式现代化预算绩效管理改革之路R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\004中国式现代化预算绩效管理改革之路.md
MAGSOC-0009-R02,audit_rule,generated_rule,MAGSOC-0009,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,004中国式现代化预算绩效管理改革之路,004中国式现代化预算绩效管理改革之路R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\004中国式现代化预算绩效管理改革之路.md
MAGSOC-0010-R01,audit_rule,generated_rule,MAGSOC-0010,53,D,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,004秉持四字原则注重实效实绩，打造全链条绩效评价闭环管理体系,004秉持四字原则注重实效实绩，打造全链条绩效评价闭环管理体系R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\004秉持四字原则注重实效实绩，打造全链条绩效评价闭环管理体系.md
MAGSOC-0010-R02,audit_rule,generated_rule,MAGSOC-0010,53,D,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,004秉持四字原则注重实效实绩，打造全链条绩效评价闭环管理体系,004秉持四字原则注重实效实绩，打造全链条绩效评价闭环管理体系R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\004秉持四字原则注重实效实绩，打造全链条绩效评价闭环管理体系.md
MAGSOC-0011-R01,audit_rule,generated_rule,MAGSOC-0011,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,005新时代人大预算监督改革回顾与展望,005新时代人大预算监督改革回顾与展望R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\005新时代人大预算监督改革回顾与展望.md
MAGSOC-0011-R02,audit_rule,generated_rule,MAGSOC-0011,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,005新时代人大预算监督改革回顾与展望,005新时代人大预算监督改革回顾与展望R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\005新时代人大预算监督改革回顾与展望.md
MAGSOC-0012-R01,audit_rule,generated_rule,MAGSOC-0012,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,007如何进一步强化财政暂付款监管,007如何进一步强化财政暂付款监管R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007如何进一步强化财政暂付款监管.md
MAGSOC-0012-R02,audit_rule,generated_rule,MAGSOC-0012,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,007如何进一步强化财政暂付款监管,007如何进一步强化财政暂付款监管R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007如何进一步强化财政暂付款监管.md
MAGSOC-0013-R01,audit_rule,generated_rule,MAGSOC-0013,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,010关于数字化转型背景下政务信息化项目事前绩效评估的思考,010关于数字化转型背景下政务信息化项目事前绩效评估的思考R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\010关于数字化转型背景下政务信息化项目事前绩效评估的思考.md
MAGSOC-0013-R02,audit_rule,generated_rule,MAGSOC-0013,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,010关于数字化转型背景下政务信息化项目事前绩效评估的思考,010关于数字化转型背景下政务信息化项目事前绩效评估的思考R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\010关于数字化转型背景下政务信息化项目事前绩效评估的思考.md
MAGSOC-0014-R01,audit_rule,generated_rule,MAGSOC-0014,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,011打造政策绩效评估新模式助力实体经济高质量发展,011打造政策绩效评估新模式助力实体经济高质量发展R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\011打造政策绩效评估新模式助力实体经济高质量发展.md
MAGSOC-0014-R02,audit_rule,generated_rule,MAGSOC-0014,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,011打造政策绩效评估新模式助力实体经济高质量发展,011打造政策绩效评估新模式助力实体经济高质量发展R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\011打造政策绩效评估新模式助力实体经济高质量发展.md
MAGSOC-0015-R01,audit_rule,generated_rule,MAGSOC-0015,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,012全面实施预算绩效管理的地方实践,012全面实施预算绩效管理的地方实践R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\012全面实施预算绩效管理的地方实践.md
MAGSOC-0015-R02,audit_rule,generated_rule,MAGSOC-0015,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,012全面实施预算绩效管理的地方实践,012全面实施预算绩效管理的地方实践R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\012全面实施预算绩效管理的地方实践.md
MAGSOC-0016-R01,audit_rule,generated_rule,MAGSOC-0016,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,012绩效管理导向下派出所经费保障的全成本分析,012绩效管理导向下派出所经费保障的全成本分析R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\012绩效管理导向下派出所经费保障的全成本分析.md
MAGSOC-0016-R02,audit_rule,generated_rule,MAGSOC-0016,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,012绩效管理导向下派出所经费保障的全成本分析,012绩效管理导向下派出所经费保障的全成本分析R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\012绩效管理导向下派出所经费保障的全成本分析.md
MAGSOC-0017-R01,audit_rule,generated_rule,MAGSOC-0017,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,014提升政府购买服务监管质效,014提升政府购买服务监管质效R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\014提升政府购买服务监管质效.md
MAGSOC-0017-R02,audit_rule,generated_rule,MAGSOC-0017,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,014提升政府购买服务监管质效,014提升政府购买服务监管质效R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\014提升政府购买服务监管质效.md
MAGSOC-0018-R01,audit_rule,generated_rule,MAGSOC-0018,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,014数智化赋能财会监督人才培养研究,014数智化赋能财会监督人才培养研究R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\014数智化赋能财会监督人才培养研究.md
MAGSOC-0018-R02,audit_rule,generated_rule,MAGSOC-0018,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,014数智化赋能财会监督人才培养研究,014数智化赋能财会监督人才培养研究R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\014数智化赋能财会监督人才培养研究.md
MAGSOC-0020-R01,audit_rule,generated_rule,MAGSOC-0020,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,018按效付费下的PPP项目物有所值目标研究,018按效付费下的PPP项目物有所值目标研究R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\018按效付费下的PPP 项目物有所值目标研究.md
MAGSOC-0020-R02,audit_rule,generated_rule,MAGSOC-0020,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,018按效付费下的PPP项目物有所值目标研究,018按效付费下的PPP项目物有所值目标研究R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\018按效付费下的PPP 项目物有所值目标研究.md
MAGSOC-0021-R01,audit_rule,generated_rule,MAGSOC-0021,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,020防范地方政府性债务风险的对策建议,020防范地方政府性债务风险的对策建议R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\020防范地方政府性债务风险的对策建议.md
MAGSOC-0021-R02,audit_rule,generated_rule,MAGSOC-0021,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,020防范地方政府性债务风险的对策建议,020防范地方政府性债务风险的对策建议R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\020防范地方政府性债务风险的对策建议.md
MAGSOC-0043-R01,audit_rule,generated_rule,MAGSOC-0043,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,PPP发展水平与地方财政承受力研究,PPP发展水平与地方财政承受力研究R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\19.PPP 发展水平与地方财政承受力研究.md
MAGSOC-0043-R02,audit_rule,generated_rule,MAGSOC-0043,63,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,PPP发展水平与地方财政承受力研究,PPP发展水平与地方财政承受力研究R02规则,核查案例涉及的数据、证据和整改链条是否完整一致。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\19.PPP 发展水平与地方财政承受力研究.md
MAGSOC-0003-R01,audit_rule,generated_rule,MAGSOC-0003,53,D,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,中华人民共和国国务院令,中华人民共和国国务院令R01规则,按案例主题识别同类事项中的风险特征并生成疑点。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细,风险词命中/数据缺失/证据不一致/指标偏离/流程缺陷,命中对象、风险等级、证据资料、核查建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\005.中华人民共和国国务院令.md
